countyName,ccsName,nHosp
CALIFORNIA,Other bone disease and musculoskeletal deformities,6265
CALIFORNIA,Other circulatory disease,7139
CALIFORNIA,Other CNS infection and poliomyelitis,988
CALIFORNIA,Other congenital anomalies,4954
CALIFORNIA,Other connective tissue disease,12624
CALIFORNIA,Other diseases of bladder and urethra,1833
CALIFORNIA,Other diseases of kidney and ureters,9781
CALIFORNIA,Other diseases of veins and lymphatics,1718
CALIFORNIA,Other disorders of stomach and duodenum,4724
CALIFORNIA,Other ear and sense organ disorders,774
CALIFORNIA,Other endocrine disorders,6131
CALIFORNIA,Other eye disorders,910
CALIFORNIA,Other female genital disorders,4559
CALIFORNIA,Other fractures,25974
CALIFORNIA,Other gastrointestinal disorders,19458
CALIFORNIA,Other hematologic conditions,509
CALIFORNIA,Other hereditary and degenerative nervous system conditions,2483
CALIFORNIA,Other infections; including parasitic,516
CALIFORNIA,Other inflammatory condition of skin,1261
CALIFORNIA,Other injuries and conditions due to external causes,10177
CALIFORNIA,Other liver diseases,15995
CALIFORNIA,Other lower respiratory disease,9078
CALIFORNIA,Other male genital disorders,964
CALIFORNIA,Other nervous system disorders,33701
CALIFORNIA,Other non-epithelial cancer of skin,669
CALIFORNIA,Other non-traumatic joint disorders,3301
CALIFORNIA,Other nutritional; endocrine; and metabolic disorders,22960
CALIFORNIA,Other perinatal conditions,9440
CALIFORNIA,Other pregnancy and delivery including normal,22904
CALIFORNIA,Other screening for suspected conditions (not mental disorders or infectious disease),1111
CALIFORNIA,Other skin disorders,1621
CALIFORNIA,Other upper respiratory disease,3964
CALIFORNIA,Other upper respiratory infections,6654
CALIFORNIA,Otitis media and related conditions,1148
CALIFORNIA,Ovarian cyst,2813
CALIFORNIA,Pancreatic disorders (not diabetes),31163
CALIFORNIA,Paralysis,2696
CALIFORNIA,Parkinson`s disease,1875
CALIFORNIA,Pathological fracture,5842
CALIFORNIA,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),7351
CALIFORNIA,Peripheral and visceral atherosclerosis,8809
CALIFORNIA,Peritonitis and intestinal abscess,2874
CALIFORNIA,Personality disorders,481
CALIFORNIA,Phlebitis; thrombophlebitis and thromboembolism,9452
CALIFORNIA,Pleurisy; pneumothorax; pulmonary collapse,9389
CALIFORNIA,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),64557
CALIFORNIA,Poisoning by nonmedicinal substances,1906
CALIFORNIA,Poisoning by other medications and drugs,7886
CALIFORNIA,Poisoning by psychotropic agents,3857
CALIFORNIA,Postabortion complications,32
CALIFORNIA,Prolapse of female genital organs,4304
CALIFORNIA,Pulmonary heart disease,15389
CALIFORNIA,Regional enteritis and ulcerative colitis,8382
CALIFORNIA,Rehabilitation care; fitting of prostheses; and adjustment of devices,212
CALIFORNIA,Residual codes; unclassified,8425
CALIFORNIA,Respiratory distress syndrome,755
CALIFORNIA,Respiratory failure; insufficiency; arrest (adult),44190
CALIFORNIA,Retinal detachments; defects; vascular occlusion; and retinopathy,365
CALIFORNIA,Rheumatoid arthritis and related disease,1341
CALIFORNIA,Schizophrenia and other psychotic disorders,90910
CALIFORNIA,Secondary malignancies,17976
CALIFORNIA,Septicemia (except in labor),242659
CALIFORNIA,Sexually transmitted infections (not HIV or hepatitis),602
CALIFORNIA,Shock,1366
CALIFORNIA,Short gestation; low birth weight; and fetal growth retardation,2448
CALIFORNIA,Sickle cell anemia,5253
CALIFORNIA,Skin and subcutaneous tissue infections,54495
CALIFORNIA,Skull and face fractures,7606
CALIFORNIA,Spinal cord injury,1298
CALIFORNIA,Spondylosis; intervertebral disc disorders; other back problems,50888
CALIFORNIA,Spontaneous abortion,1729
CALIFORNIA,Sprains and strains,2079
CALIFORNIA,Substance-related disorders,19206
CALIFORNIA,Suicide and intentional self-inflicted injury,8756
CALIFORNIA,Superficial injury; contusion,4603
CALIFORNIA,Syncope,11306
CALIFORNIA,Systemic lupus erythematosus and connective tissue disorders,3583
CALIFORNIA,Thyroid disorders,2859
CALIFORNIA,Transient cerebral ischemia,12016
CALIFORNIA,Tuberculosis,1238
CALIFORNIA,Umbilical cord complication,19776
CALIFORNIA,Urinary tract infections,45869
CALIFORNIA,Varicose veins of lower extremity,383
CALIFORNIA,Viral infection,5817
CALIFORNIA,NA,1134
Colusa,Acute and unspecified renal failure,28
Colusa,Acute cerebrovascular disease,26
Colusa,Acute myocardial infarction,35
Colusa,Biliary tract disease,33
Colusa,Cardiac dysrhythmias,30
Colusa,Chronic obstructive pulmonary disease and bronchiectasis,28
Colusa,Complication of device; implant or graft,30
Colusa,Complications of surgical procedures or medical care,24
Colusa,Congestive heart failure; nonhypertensive,36
Colusa,Diabetes mellitus with complications,26
Colusa,Fluid and electrolyte disorders,24
Colusa,Fracture of lower limb,24
Colusa,Gastrointestinal hemorrhage,25
Colusa,Intestinal obstruction without hernia,27
Colusa,Mood disorders,26
Colusa,Osteoarthritis,61
Colusa,Other pregnancy and delivery including normal,21
Colusa,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),47
Colusa,Septicemia (except in labor),82
Colusa,Skin and subcutaneous tissue infections,25
Colusa,Spondylosis; intervertebral disc disorders; other back problems,22
Colusa,Urinary tract infections,29
Contra Costa,Abdominal hernia,556
Contra Costa,Abdominal pain,232
Contra Costa,Acquired foot deformities,24
Contra Costa,Acute and chronic tonsillitis,92
Contra Costa,Acute and unspecified renal failure,1104
Contra Costa,Acute bronchitis,301
Contra Costa,Acute cerebrovascular disease,1868
Contra Costa,Acute myocardial infarction,1717
Contra Costa,Acute posthemorrhagic anemia,91
Contra Costa,Adjustment disorders,73
Contra Costa,Alcohol-related disorders,1082
Contra Costa,Allergic reactions,72
Contra Costa,Anal and rectal conditions,141
Contra Costa,Anxiety disorders,86
Contra Costa,Aortic and peripheral arterial embolism or thrombosis,52
Contra Costa,Aortic; peripheral; and visceral artery aneurysms,200
Contra Costa,Appendicitis and other appendiceal conditions,632
Contra Costa,Aspiration pneumonitis; food/vomitus,489
Contra Costa,Asthma,610
Contra Costa,Bacterial infection; unspecified site,103
Contra Costa,Benign neoplasm of uterus,267
Contra Costa,Biliary tract disease,1094
Contra Costa,Burns,54
Contra Costa,Calculus of urinary tract,120
Contra Costa,Cancer of bladder,53
Contra Costa,Cancer of bone and connective tissue,38
Contra Costa,Cancer of brain and nervous system,166
Contra Costa,Cancer of breast,161
Contra Costa,Cancer of bronchus; lung,249
Contra Costa,Cancer of colon,298
Contra Costa,Cancer of esophagus,47
Contra Costa,Cancer of head and neck,64
Contra Costa,Cancer of kidney and renal pelvis,109
Contra Costa,Cancer of liver and intrahepatic bile duct,87
Contra Costa,Cancer of other GI organs; peritoneum,61
Contra Costa,Cancer of ovary,64
Contra Costa,Cancer of pancreas,103
Contra Costa,Cancer of prostate,114
Contra Costa,Cancer of rectum and anus,108
Contra Costa,Cancer of stomach,74
Contra Costa,Cancer of thyroid,39
Contra Costa,Cancer of uterus,102
Contra Costa,Cancer; other and unspecified primary,24
Contra Costa,Cardiac and circulatory congenital anomalies,150
Contra Costa,Cardiac arrest and ventricular fibrillation,72
Contra Costa,Cardiac dysrhythmias,1339
Contra Costa,Chronic kidney disease,26
Contra Costa,Chronic obstructive pulmonary disease and bronchiectasis,1228
Contra Costa,Chronic ulcer of skin,101
Contra Costa,Coagulation and hemorrhagic disorders,102
Contra Costa,Coma; stupor; and brain damage,28
Contra Costa,Complication of device; implant or graft,1831
Contra Costa,Complications of surgical procedures or medical care,1390
Contra Costa,Conditions associated with dizziness or vertigo,123
Contra Costa,Conduction disorders,188
Contra Costa,Congestive heart failure; nonhypertensive,2385
Contra Costa,Coronary atherosclerosis and other heart disease,742
Contra Costa,Crushing injury or internal injury,284
Contra Costa,Cystic fibrosis,41
Contra Costa,Deficiency and other anemia,339
Contra Costa,"Delirium, dementia, and amnestic and other cognitive disorders",197
Contra Costa,Diabetes mellitus with complications,1362
Contra Costa,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,599
Contra Costa,Digestive congenital anomalies,70
Contra Costa,Diseases of mouth; excluding dental,51
Contra Costa,Diseases of white blood cells,175
Contra Costa,Disorders of teeth and jaw,67
Contra Costa,Diverticulosis and diverticulitis,777
Contra Costa,Early or threatened labor,451
Contra Costa,Ectopic pregnancy,30
Contra Costa,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),48
Contra Costa,Endometriosis,38
Contra Costa,Epilepsy; convulsions,636
Contra Costa,Esophageal disorders,341
Contra Costa,Essential hypertension,109
Contra Costa,Fetal distress and abnormal forces of labor,385
Contra Costa,Fetopelvic disproportion; obstruction,118
Contra Costa,Fever of unknown origin,94
Contra Costa,Fluid and electrolyte disorders,842
Contra Costa,Fracture of lower limb,645
Contra Costa,Fracture of neck of femur (hip),911
Contra Costa,Fracture of upper limb,415
Contra Costa,Gangrene,65
Contra Costa,Gastritis and duodenitis,136
Contra Costa,Gastroduodenal ulcer (except hemorrhage),82
Contra Costa,Gastrointestinal hemorrhage,876
Contra Costa,Genitourinary congenital anomalies,28
Contra Costa,Genitourinary symptoms and ill-defined conditions,65
Contra Costa,Gout and other crystal arthropathies,38
Contra Costa,Headache; including migraine,190
Contra Costa,Heart valve disorders,421
Contra Costa,Hemolytic jaundice and perinatal jaundice,236
Contra Costa,Hemorrhage during pregnancy; abruptio placenta; placenta previa,196
Contra Costa,Hemorrhoids,70
Contra Costa,Hepatitis,44
Contra Costa,HIV infection,43
Contra Costa,Hyperplasia of prostate,84
Contra Costa,Hypertension with complications and secondary hypertension,1061
Contra Costa,Immunity disorders,47
Contra Costa,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),260
Contra Costa,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),27
Contra Costa,Inflammatory conditions of male genital organs,56
Contra Costa,Inflammatory diseases of female pelvic organs,85
Contra Costa,Influenza,207
Contra Costa,Intestinal infection,501
Contra Costa,Intestinal obstruction without hernia,1011
Contra Costa,Intracranial injury,785
Contra Costa,Intrauterine hypoxia and birth asphyxia,26
Contra Costa,Joint disorders and dislocations; trauma-related,90
Contra Costa,Late effects of cerebrovascular disease,414
Contra Costa,Leukemias,125
Contra Costa,Lymphadenitis,41
Contra Costa,Maintenance chemotherapy; radiotherapy,504
Contra Costa,Malaise and fatigue,65
Contra Costa,Malignant neoplasm without specification of site,33
Contra Costa,Malposition; malpresentation,400
Contra Costa,Meningitis (except that caused by tuberculosis or sexually transmitted disease),71
Contra Costa,Menstrual disorders,44
Contra Costa,Miscellaneous mental health disorders,115
Contra Costa,Mood disorders,2359
Contra Costa,Multiple myeloma,48
Contra Costa,Multiple sclerosis,65
Contra Costa,Mycoses,33
Contra Costa,Nausea and vomiting,108
Contra Costa,Neoplasms of unspecified nature or uncertain behavior,77
Contra Costa,Nephritis; nephrosis; renal sclerosis,31
Contra Costa,Nervous system congenital anomalies,37
Contra Costa,Non-Hodgkin`s lymphoma,114
Contra Costa,Noninfectious gastroenteritis,220
Contra Costa,Nonmalignant breast conditions,57
Contra Costa,Nonspecific chest pain,465
Contra Costa,Nutritional deficiencies,58
Contra Costa,Occlusion or stenosis of precerebral arteries,153
Contra Costa,Open wounds of extremities,116
Contra Costa,Open wounds of head; neck; and trunk,87
Contra Costa,Osteoarthritis,3880
Contra Costa,Other acquired deformities,217
Contra Costa,Other aftercare,215
Contra Costa,Other and ill-defined cerebrovascular disease,77
Contra Costa,Other and ill-defined heart disease,38
Contra Costa,Other and unspecified benign neoplasm,370
Contra Costa,Other bone disease and musculoskeletal deformities,148
Contra Costa,Other circulatory disease,183
Contra Costa,Other CNS infection and poliomyelitis,37
Contra Costa,Other congenital anomalies,142
Contra Costa,Other connective tissue disease,318
Contra Costa,Other diseases of bladder and urethra,49
Contra Costa,Other diseases of kidney and ureters,229
Contra Costa,Other diseases of veins and lymphatics,52
Contra Costa,Other disorders of stomach and duodenum,184
Contra Costa,Other endocrine disorders,181
Contra Costa,Other eye disorders,24
Contra Costa,Other female genital disorders,74
Contra Costa,Other fractures,636
Contra Costa,Other gastrointestinal disorders,573
Contra Costa,Other hereditary and degenerative nervous system conditions,64
Contra Costa,Other inflammatory condition of skin,42
Contra Costa,Other injuries and conditions due to external causes,266
Contra Costa,Other liver diseases,364
Contra Costa,Other lower respiratory disease,259
Contra Costa,Other nervous system disorders,804
Contra Costa,Other non-traumatic joint disorders,77
Contra Costa,Other nutritional; endocrine; and metabolic disorders,505
Contra Costa,Other perinatal conditions,205
Contra Costa,Other pregnancy and delivery including normal,210
Contra Costa,Other screening for suspected conditions (not mental disorders or infectious disease),36
Contra Costa,Other skin disorders,44
Contra Costa,Other upper respiratory disease,96
Contra Costa,Other upper respiratory infections,153
Contra Costa,Ovarian cyst,42
Contra Costa,Pancreatic disorders (not diabetes),763
Contra Costa,Paralysis,89
Contra Costa,Parkinson`s disease,40
Contra Costa,Pathological fracture,104
Contra Costa,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),223
Contra Costa,Peripheral and visceral atherosclerosis,208
Contra Costa,Peritonitis and intestinal abscess,62
Contra Costa,Phlebitis; thrombophlebitis and thromboembolism,193
Contra Costa,Pleurisy; pneumothorax; pulmonary collapse,254
Contra Costa,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1420
Contra Costa,Poisoning by nonmedicinal substances,31
Contra Costa,Poisoning by other medications and drugs,227
Contra Costa,Poisoning by psychotropic agents,97
Contra Costa,Prolapse of female genital organs,88
Contra Costa,Pulmonary heart disease,472
Contra Costa,Regional enteritis and ulcerative colitis,228
Contra Costa,Residual codes; unclassified,240
Contra Costa,Respiratory failure; insufficiency; arrest (adult),1158
Contra Costa,Rheumatoid arthritis and related disease,29
Contra Costa,Schizophrenia and other psychotic disorders,1073
Contra Costa,Secondary malignancies,516
Contra Costa,Septicemia (except in labor),7122
Contra Costa,Shock,29
Contra Costa,Short gestation; low birth weight; and fetal growth retardation,49
Contra Costa,Sickle cell anemia,228
Contra Costa,Skin and subcutaneous tissue infections,1330
Contra Costa,Skull and face fractures,141
Contra Costa,Spinal cord injury,52
Contra Costa,Spondylosis; intervertebral disc disorders; other back problems,1268
Contra Costa,Sprains and strains,47
Contra Costa,Substance-related disorders,342
Contra Costa,Suicide and intentional self-inflicted injury,250
Contra Costa,Superficial injury; contusion,99
Contra Costa,Syncope,222
Contra Costa,Systemic lupus erythematosus and connective tissue disorders,115
